URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,COMPLEX WORD COUNT,WORD COUNT
https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,0,0,0.0,0.0,25.0,0.28,10.112000000000002,7,25
https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,0,0,0.0,0.0,25.0,0.28,10.112000000000002,7,25
https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,0,0,0.0,0.0,23.0,0.30434782608695654,9.321739130434784,7,23
https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,0,0,0.0,0.0,20.0,0.35,8.14,7,20
https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,0,0,0.0,0.0,21.0,0.38095238095238093,8.552380952380952,8,21
https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,0,0,0.0,0.0,20.0,0.35,8.14,7,20
https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,0,0,0.0,0.0,24.0,0.3333333333333333,9.733333333333334,8,24
https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,0,0,0.0,0.0,27.0,0.25925925925925924,10.903703703703705,7,27
https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,0,0,0.0,0.0,26.0,0.3076923076923077,10.523076923076923,8,26
https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,0,0,0.0,0.0,22.0,0.36363636363636365,8.945454545454545,8,22
https://insights.blackcoffer.com/evolution-of-advertising-industry/,0,0,0.0,0.0,19.0,0.3684210526315789,7.747368421052632,7,19
https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,0,0,0.0,0.0,19.0,0.3684210526315789,7.747368421052632,7,19
https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,0,0,0.0,0.0,27.0,0.25925925925925924,10.903703703703705,7,27
https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,0,0,0.0,0.0,23.0,0.30434782608695654,9.321739130434784,7,23
https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,0,0,0.0,0.0,23.0,0.30434782608695654,9.321739130434784,7,23
https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,0,0,0.0,0.0,27.0,0.25925925925925924,10.903703703703705,7,27
https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,0,0,0.0,0.0,23.0,0.30434782608695654,9.321739130434784,7,23
https://insights.blackcoffer.com/how-we-forecast-future-technologies/,0,0,0.0,0.0,23.0,0.30434782608695654,9.321739130434784,7,23
https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,0,0,0.0,0.0,18.0,0.3888888888888889,7.355555555555556,7,18
https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,0,0,0.0,0.0,23.0,0.30434782608695654,9.321739130434784,7,23
https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0,0,0.0,0.0,27.0,0.25925925925925924,10.903703703703705,7,27
https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,0,0,0.0,0.0,25.0,0.28,10.112000000000002,7,25
https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0,0,0.0,0.0,22.0,0.36363636363636365,8.945454545454545,8,22
https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0,0,0.0,0.0,21.0,0.38095238095238093,8.552380952380952,8,21
https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0,0,0.0,0.0,26.0,0.3076923076923077,10.523076923076923,8,26
https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0,0,0.0,0.0,26.0,0.2692307692307692,10.50769230769231,7,26
https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0,0,0.0,0.0,23.0,0.30434782608695654,9.321739130434784,7,23
https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0,0,0.0,0.0,23.0,0.30434782608695654,9.321739130434784,7,23
https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0,0,0.0,0.0,20.0,0.35,8.14,7,20
https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0,0,0.0,0.0,20.0,0.35,8.14,7,20
https://insights.blackcoffer.com/human-rights-outlook/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0,0,0.0,0.0,20.0,0.35,8.14,7,20
https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0,0,0.0,0.0,25.0,0.28,10.112000000000002,7,25
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0,0,0.0,0.0,26.0,0.2692307692307692,10.50769230769231,7,26
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0,0,0.0,0.0,30.0,0.23333333333333334,12.093333333333334,7,30
https://insights.blackcoffer.com/travel-and-tourism-outlook/,0,0,0.0,0.0,20.0,0.35,8.14,7,20
https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0,0,0.0,0.0,20.0,0.35,8.14,7,20
https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0,0,0.0,0.0,27.0,0.25925925925925924,10.903703703703705,7,27
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,0,0.0,0.0,21.0,0.47619047619047616,8.59047619047619,10,21
https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0,0,0.0,0.0,20.0,0.4,8.16,8,20
https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,0,0,0.0,0.0,25.0,0.28,10.112000000000002,7,25
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,0,0,0.0,0.0,20.0,0.35,8.14,7,20
https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,0,0,0.0,0.0,23.0,0.34782608695652173,9.339130434782609,8,23
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,0,0,0.0,0.0,25.0,0.28,10.112000000000002,7,25
https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,0,0,0.0,0.0,18.0,0.3888888888888889,7.355555555555556,7,18
https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,0,0,0.0,0.0,23.0,0.34782608695652173,9.339130434782609,8,23
https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,0,0,0.0,0.0,20.0,0.35,8.14,7,20
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,0,0,0.0,0.0,22.0,0.36363636363636365,8.945454545454545,8,22
https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,0,0,0.0,0.0,25.0,0.28,10.112000000000002,7,25
https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,0,0,0.0,0.0,19.0,0.3684210526315789,7.747368421052632,7,19
https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,0,0,0.0,0.0,24.0,0.3333333333333333,9.733333333333334,8,24
https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,0,0,0.0,0.0,26.0,0.2692307692307692,10.50769230769231,7,26
https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,0,0,0.0,0.0,24.0,0.3333333333333333,9.733333333333334,8,24
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0,0,0.0,0.0,20.0,0.4,8.16,8,20
https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,0,0,0.0,0.0,23.0,0.30434782608695654,9.321739130434784,7,23
https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,0,0,0.0,0.0,19.0,0.3684210526315789,7.747368421052632,7,19
https://insights.blackcoffer.com/continued-demand-for-sustainability/,0,0,0.0,0.0,20.0,0.4,8.16,8,20
https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,0,0,0.0,0.0,23.0,0.34782608695652173,9.339130434782609,8,23
https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,0,0,0.0,0.0,25.0,0.28,10.112000000000002,7,25
https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0,0,0.0,0.0,22.0,0.3181818181818182,8.927272727272728,7,22
https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,0,0,0.0,0.0,20.0,0.35,8.14,7,20
https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,0,0,0.0,0.0,23.0,0.30434782608695654,9.321739130434784,7,23
https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,0,0,0.0,0.0,19.0,0.3684210526315789,7.747368421052632,7,19
https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,0,0,0.0,0.0,26.0,0.3076923076923077,10.523076923076923,8,26
https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
https://insights.blackcoffer.com/blockchain-in-fintech/,0,0,0.0,0.0,25.0,0.28,10.112000000000002,7,25
https://insights.blackcoffer.com/blockchain-for-payments/,0,0,0.0,0.0,20.0,0.35,8.14,7,20
https://insights.blackcoffer.com/the-future-of-investing/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,0,0,0.0,0.0,24.0,0.2916666666666667,9.716666666666669,7,24
https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,0,0,0.0,0.0,23.0,0.30434782608695654,9.321739130434784,7,23
https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,0,0,0.0,0.0,21.0,0.3333333333333333,8.533333333333333,7,21
